onset	duration	TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
n/a	n/a	NoMoneyStake	249.479	2	251.462	2.5	253.962	0.359	254.395	1.591	No money at stake!	Correct Response!	1	332
n/a	n/a	LargeLoss	255.978	2	257.961	1.5	259.461	0.359	259.895	1.591	You keep $5!	Correct Response!	1	320
n/a	n/a	LargeLoss	261.478	2	263.461	4.0	267.46	0.409	267.943	1.541	You lose $5!	You pressed too slow!	0	0
n/a	n/a	NoMoneyStake	269.477	2	271.46	3.5	274.959	0.409	275.442	1.541	No money at stake!	You pressed too slow!	0	0
n/a	n/a	SmallGain	276.975	2	278.958	1.5	280.458	0.409	280.942	1.541	You did not earn $0.20!	You pressed too slow!	0	0
n/a	n/a	LargeGain	282.475	2	284.458	2.0	286.457	0.409	286.941	1.541	You earn $5!	Correct Response!	1	355
n/a	n/a	LargeGain	288.474	2	290.457	1.5	291.957	0.449	292.473	1.501	You earn $5!	Correct Response!	1	319
n/a	n/a	LargeLoss	293.973	2	295.956	3.0	298.956	0.449	299.472	1.501	You keep $5!	Correct Response!	1	344
n/a	n/a	LargeLoss	300.972	2	302.955	3.5	306.455	0.449	306.971	1.501	You keep $5!	Correct Response!	1	333
n/a	n/a	LargeLoss	308.471	2	310.454	2.5	312.954	0.429	313.454	1.521	You keep $5!	Correct Response!	1	425
